# Cartographie complète des réponses générée le 2025-11-14T15:16:58-05:00
# Champ | Valeur | Libellé | Définie | Observée | Section | Origine
emplois.numero_rue | 12 | 12 | non | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.numero_rue
emplois.numero_rue | 3 | 3 | non | 3 | Emploi(s) | index.php:getFieldDefinitions:emplois.numero_rue
emplois.numero_rue | 700 | 700 | non | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.numero_rue
emplois.nom_rue | emploi test Rue De l'aqueduc | emploi test Rue De l'aqueduc | non | 7 | Emploi(s) | index.php:getFieldDefinitions:emplois.nom_rue
emplois.nom_rue | rue blabla emploi test Rue De l'aqueduc | rue blabla emploi test Rue De l'aqueduc | non | 2 | Emploi(s) | index.php:getFieldDefinitions:emplois.nom_rue
emplois.nom_rue | rue banane | rue banane | non | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.nom_rue
emplois.nom_rue | Rue janiuel | Rue janiuel | non | 3 | Emploi(s) | index.php:getFieldDefinitions:emplois.nom_rue
emplois.nom_rue | test | test | non | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.nom_rue
emplois.nom_rue | chemin de la côte de liesse | chemin de la côte de liesse | non | 3 | Emploi(s) | index.php:getFieldDefinitions:emplois.nom_rue
emplois.nom_rue | Rue De l'aqueduc | Rue De l'aqueduc | non | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.nom_rue
emplois.nom_rue | rue lafleur | rue lafleur | non | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.nom_rue
emplois.bureau |  |  | non | 15 | Emploi(s) | index.php:getFieldDefinitions:emplois.bureau
emplois.bureau | 1 | 1 | non | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.bureau
emplois.bureau | 225 | 225 | non | 3 | Emploi(s) | index.php:getFieldDefinitions:emplois.bureau
emplois.ville | victoriaville | victoriaville | non | 11 | Emploi(s) | index.php:getFieldDefinitions:emplois.ville
emplois.ville | Freeport, Grand Bahama | Freeport, Grand Bahama | non | 3 | Emploi(s) | index.php:getFieldDefinitions:emplois.ville
emplois.ville | montreal | montreal | non | 2 | Emploi(s) | index.php:getFieldDefinitions:emplois.ville
emplois.ville | ville saint-laurent | ville saint-laurent | non | 3 | Emploi(s) | index.php:getFieldDefinitions:emplois.ville
emplois.province | qc | qc | non | 14 | Emploi(s) | index.php:getFieldDefinitions:emplois.province
emplois.province | QC | QC | non | 4 | Emploi(s) | index.php:getFieldDefinitions:emplois.province
emplois.province | test jobb | test jobb | non | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.province
emplois.code_postal | g6p1l4 | g6p1l4 | non | 11 | Emploi(s) | index.php:getFieldDefinitions:emplois.code_postal
emplois.code_postal | h1h82d | h1h82d | non | 3 | Emploi(s) | index.php:getFieldDefinitions:emplois.code_postal
emplois.code_postal | h2h2k3 | h2h2k3 | non | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.code_postal
emplois.code_postal | h4t1e3 | h4t1e3 | non | 3 | Emploi(s) | index.php:getFieldDefinitions:emplois.code_postal
emplois.code_postal | H1J3K4 | H1J3K4 | non | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.code_postal
emplois.titre_poste | gérant | gérant | non | 7 | Emploi(s) | index.php:getFieldDefinitions:emplois.titre_poste
emplois.titre_poste | Assistange Gérante de Machinerie Lourde domaine de l'irrigation et agriculture | Assistange Gérante de Machinerie Lourde domaine de l'irrigation et agriculture | non | 2 | Emploi(s) | index.php:getFieldDefinitions:emplois.titre_poste
emplois.titre_poste | directrice des ventes | directrice des ventes | non | 10 | Emploi(s) | index.php:getFieldDefinitions:emplois.titre_poste
emplois.position |  | -- Sélectionnez -- | oui | 0 | Emploi(s) | index.php:getFieldDefinitions:emplois.position
emplois.position | Autre | Autre | oui | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.position
emplois.position | Gestionnaire/Direction | Gestionnaire/Direction | oui | 13 | Emploi(s) | index.php:getFieldDefinitions:emplois.position
emplois.position | Main d’œuvre qualifiée | Main d’œuvre qualifiée | oui | 0 | Emploi(s) | index.php:getFieldDefinitions:emplois.position
emplois.position | Personnel de bureau | Personnel de bureau | oui | 2 | Emploi(s) | index.php:getFieldDefinitions:emplois.position
emplois.position | Professionnel | Professionnel | oui | 2 | Emploi(s) | index.php:getFieldDefinitions:emplois.position
emplois.position | Retraité | Retraité | oui | 0 | Emploi(s) | index.php:getFieldDefinitions:emplois.position
emplois.position | Travailleur Autonome | Travailleur Autonome | oui | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.position
emplois.date_embauche | 2020-01-02 | 2020-01-02 | non | 2 | Emploi(s) | index.php:getFieldDefinitions:emplois.date_embauche
emplois.date_embauche | 2005-01-01 | 2005-01-01 | non | 2 | Emploi(s) | index.php:getFieldDefinitions:emplois.date_embauche
emplois.date_embauche | 2024-01-01 | 2024-01-01 | non | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.date_embauche
emplois.date_embauche | 2019-01-01 | 2019-01-01 | non | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.date_embauche
emplois.date_embauche | 2015-01-01 | 2015-01-01 | non | 6 | Emploi(s) | index.php:getFieldDefinitions:emplois.date_embauche
emplois.date_embauche | 2020-10-10 | 2020-10-10 | non | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.date_embauche
emplois.date_embauche | 1998-09-09 | 1998-09-09 | non | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.date_embauche
emplois.date_embauche | 2012-01-09 | 2012-01-09 | non | 3 | Emploi(s) | index.php:getFieldDefinitions:emplois.date_embauche
emplois.date_embauche | 2008-01-01 | 2008-01-01 | non | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.date_embauche
emplois.date_embauche | 2007-01-01 | 2007-01-01 | non | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.date_embauche
emplois.job_field_experience | 15 | 15 | non | 2 | Emploi(s) | index.php:getFieldDefinitions:emplois.job_field_experience
emplois.job_field_experience | 20 | 20 | non | 4 | Emploi(s) | index.php:getFieldDefinitions:emplois.job_field_experience
emplois.job_field_experience | 5 | 5 | non | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.job_field_experience
emplois.job_field_experience | 6 | 6 | non | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.job_field_experience
emplois.job_field_experience | 17 | 17 | non | 3 | Emploi(s) | index.php:getFieldDefinitions:emplois.job_field_experience
emplois.job_field_experience | 10 | 10 | non | 2 | Emploi(s) | index.php:getFieldDefinitions:emplois.job_field_experience
emplois.job_field_experience | 26 | 26 | non | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.job_field_experience
emplois.job_field_experience | 40 | 40 | non | 3 | Emploi(s) | index.php:getFieldDefinitions:emplois.job_field_experience
emplois.job_field_experience | 27 | 27 | non | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.job_field_experience
emplois.job_field_experience | 16 | 16 | non | 1 | Emploi(s) | index.php:getFieldDefinitions:emplois.job_field_experience
arret_travail | Oui | Valeur cochée | oui | 2 | Emploi(s) | index.php:getFieldDefinitions:arret_travail
arret_travail | Non | Valeur décochée | oui | 0 | Emploi(s) | index.php:getFieldDefinitions:arret_travail
arret_travail_cause |  | -- Sélectionnez -- | oui | 0 | Emploi(s) | index.php:getFieldDefinitions:arret_travail_cause
arret_travail_cause | Maladie | Maladie | oui | 2 | Emploi(s) | index.php:getFieldDefinitions:arret_travail_cause
arret_travail_cause | Maternité/paternité | Maternité/paternité | oui | 0 | Emploi(s) | index.php:getFieldDefinitions:arret_travail_cause
arret_travail_duree |  | -- Sélectionnez -- | oui | 0 | Emploi(s) | index.php:getFieldDefinitions:arret_travail_duree
arret_travail_duree | Courte durée | Courte durée | oui | 2 | Emploi(s) | index.php:getFieldDefinitions:arret_travail_duree
arret_travail_duree | Longue durée | Longue durée | oui | 0 | Emploi(s) | index.php:getFieldDefinitions:arret_travail_duree
arret_travail_type_revenu |  | -- Sélectionnez -- | oui | 0 | Emploi(s) | index.php:getFieldDefinitions:arret_travail_type_revenu
arret_travail_type_revenu | Imposable | Imposable | oui | 1 | Emploi(s) | index.php:getFieldDefinitions:arret_travail_type_revenu
arret_travail_type_revenu | Non-imposable | Non-imposable | oui | 1 | Emploi(s) | index.php:getFieldDefinitions:arret_travail_type_revenu
arret_travail_date_retour |  | -- Sélectionnez -- | oui | 0 | Emploi(s) | index.php:getFieldDefinitions:arret_travail_date_retour
arret_travail_date_retour | Oui | Oui | oui | 1 | Emploi(s) | index.php:getFieldDefinitions:arret_travail_date_retour
arret_travail_date_retour | Non | Non | oui | 1 | Emploi(s) | index.php:getFieldDefinitions:arret_travail_date_retour
arret_travail_date_retour | Non je suis sur l’invalidité à vie je ne retournerai plus jamais à l’emploi | Non je suis sur l’invalidité à vie je ne retournerai plus jamais à l’emploi | oui | 0 | Emploi(s) | index.php:getFieldDefinitions:arret_travail_date_retour
assurance_emploi |  | -- Sélectionnez -- | oui | 0 | Emploi(s) | index.php:getFieldDefinitions:assurance_emploi
assurance_emploi | Non | Non | oui | 8 | Emploi(s) | index.php:getFieldDefinitions:assurance_emploi
assurance_emploi | Oui | Oui | oui | 5 | Emploi(s) | index.php:getFieldDefinitions:assurance_emploi
assurance_emploi_pourquoi |  |  | non | 8 | Emploi(s) | index.php:getFieldDefinitions:assurance_emploi_pourquoi
assurance_emploi_pourquoi | en 2018 douleurs dos | en 2018 douleurs dos | non | 2 | Emploi(s) | index.php:getFieldDefinitions:assurance_emploi_pourquoi
assurance_emploi_pourquoi | Maladie | Maladie | non | 3 | Emploi(s) | index.php:getFieldDefinitions:assurance_emploi_pourquoi
revenus_checkbox | retraite | J’ai un revenu de retraite* | oui | 1 | Revenus | index.php:getFieldDefinitions:revenus_checkbox
revenus_checkbox | employe | J’ai un revenu en tant qu’employé** | oui | 19 | Revenus | index.php:getFieldDefinitions:revenus_checkbox
revenus_checkbox | autonome | J’ai un revenu de travailleur autonome et/ou entrepreneur*** | oui | 1 | Revenus | index.php:getFieldDefinitions:revenus_checkbox
revenus_autonome_type |  | -- Sélectionnez -- | oui | 19 | Revenus | index.php:getFieldDefinitions:revenus_autonome_type
revenus_autonome_type | Dividendes | Dividendes | oui | 0 | Revenus | index.php:getFieldDefinitions:revenus_autonome_type
revenus_autonome_type | Salaire | Je me tire un salaire | oui | 1 | Revenus | index.php:getFieldDefinitions:revenus_autonome_type
revenus_autonome_type | Salaire et dividendes | Je me tire un salaire et je me verse des dividendes | oui | 0 | Revenus | index.php:getFieldDefinitions:revenus_autonome_type
revenus_autonome_structure |  | -- Sélectionnez -- | oui | 12 | Revenus | index.php:getFieldDefinitions:revenus_autonome_structure
revenus_autonome_structure | Entreprise enregistrée (à mon nom seulement dans mes impôts personnelles) | Entreprise enregistrée (à mon nom seulement dans mes impôts personnelles) | oui | 0 | Revenus | index.php:getFieldDefinitions:revenus_autonome_structure
revenus_autonome_structure | Entreprise incorporée | Entreprise incorporée | oui | 0 | Revenus | index.php:getFieldDefinitions:revenus_autonome_structure
revenus_add | (aucune) |  | non | 0 | Revenus | index.php:getFieldDefinitions:revenus_add
revenus_add.type |  | -- Sélectionnez -- | oui | 0 | Revenus | index.php:getFieldDefinitions:revenus_add.type
revenus_add.type | Revenus de placements | Revenus de placements | oui | 0 | Revenus | index.php:getFieldDefinitions:revenus_add.type
revenus_add.type | Allocations pour enfants | Allocations pour enfants | oui | 0 | Revenus | index.php:getFieldDefinitions:revenus_add.type
revenus_add.type | Pension | Pension | oui | 0 | Revenus | index.php:getFieldDefinitions:revenus_add.type
revenus_add.type | Pension Alimentaire | Pension Alimentaire | oui | 0 | Revenus | index.php:getFieldDefinitions:revenus_add.type
revenus_add.type | Autres | Autres | oui | 0 | Revenus | index.php:getFieldDefinitions:revenus_add.type
revenus_add.autres | (aucune) |  | non | 0 | Revenus | index.php:getFieldDefinitions:revenus_add.autres
actifs_add | (aucune) |  | non | 0 | Actifs | index.php:getFieldDefinitions:actifs_add
actifs_add.type |  | -- Sélectionnez -- | oui | 0 | Actifs | index.php:getFieldDefinitions:actifs_add.type
actifs_add.type | Épargnes | Épargnes | oui | 6 | Actifs | index.php:getFieldDefinitions:actifs_add.type
actifs_add.type | RÉER | RÉER | oui | 3 | Actifs | index.php:getFieldDefinitions:actifs_add.type
actifs_add.type | Don | Don | oui | 0 | Actifs | index.php:getFieldDefinitions:actifs_add.type
actifs_add.type | Véhicule | Véhicule | oui | 7 | Actifs | index.php:getFieldDefinitions:actifs_add.type
actifs_add.type | Bateau | Bateau | oui | 0 | Actifs | index.php:getFieldDefinitions:actifs_add.type
actifs_add.type | Actions et obligations | Actions et obligations | oui | 0 | Actifs | index.php:getFieldDefinitions:actifs_add.type
actifs_add.type | Biens ménagers | Biens ménagers | oui | 0 | Actifs | index.php:getFieldDefinitions:actifs_add.type
actifs_add.type | Assurance vie | Assurance vie | oui | 0 | Actifs | index.php:getFieldDefinitions:actifs_add.type
actifs_add.type | Économies en compte de banque Chèques | Économies en compte de banque Chèques | oui | 0 | Actifs | index.php:getFieldDefinitions:actifs_add.type
actifs_add.type | Économies en compte de banque Épargnes | Économies en compte de banque Épargnes | oui | 0 | Actifs | index.php:getFieldDefinitions:actifs_add.type
actifs_add.type | Placements | Placements | oui | 1 | Actifs | index.php:getFieldDefinitions:actifs_add.type
actifs_add.type | CELI | CELI | oui | 5 | Actifs | index.php:getFieldDefinitions:actifs_add.type
actifs_add.type | REEE | REEE | oui | 1 | Actifs | index.php:getFieldDefinitions:actifs_add.type
actifs_add.type | FEER | FEER | oui | 0 | Actifs | index.php:getFieldDefinitions:actifs_add.type
actifs_add.type | CRI | CRI | oui | 0 | Actifs | index.php:getFieldDefinitions:actifs_add.type
actifs_add.type | FRV | FRV | oui | 0 | Actifs | index.php:getFieldDefinitions:actifs_add.type
actifs_add.type | Autres | Autres | oui | 0 | Actifs | index.php:getFieldDefinitions:actifs_add.type
actifs_add.autres |  |  | non | 23 | Actifs | index.php:getFieldDefinitions:actifs_add.autres
actifs_add.description | toyota 2014 | toyota 2014 | non | 7 | Actifs | index.php:getFieldDefinitions:actifs_add.description
actifs_add.description | compte celi | compte celi | non | 8 | Actifs | index.php:getFieldDefinitions:actifs_add.description
actifs_add.description | compte réer | compte réer | non | 3 | Actifs | index.php:getFieldDefinitions:actifs_add.description
actifs_add.description | FTQ | FTQ | non | 4 | Actifs | index.php:getFieldDefinitions:actifs_add.description
actifs_add.description | VOIR DEMANDE PDF | VOIR DEMANDE PDF | non | 1 | Actifs | index.php:getFieldDefinitions:actifs_add.description
actifs_add.valeur | 60000 | 60000 | non | 8 | Actifs | index.php:getFieldDefinitions:actifs_add.valeur
actifs_add.valeur | 26803.17 | 26803.17 | non | 8 | Actifs | index.php:getFieldDefinitions:actifs_add.valeur
actifs_add.valeur | 260226.14 | 260226.14 | non | 3 | Actifs | index.php:getFieldDefinitions:actifs_add.valeur
actifs_add.valeur | 65461.55 | 65461.55 | non | 2 | Actifs | index.php:getFieldDefinitions:actifs_add.valeur
actifs_add.valeur | 0 | 0 | non | 2 | Actifs | index.php:getFieldDefinitions:actifs_add.valeur
passifs_presence |  | -- Sélectionnez -- | oui | 0 | Passifs | index.php:getFieldDefinitions:passifs_presence
passifs_presence | Oui | Oui | oui | 14 | Passifs | index.php:getFieldDefinitions:passifs_presence
passifs_presence | Non | Non | oui | 6 | Passifs | index.php:getFieldDefinitions:passifs_presence
passifs_add | (aucune) |  | non | 0 | Passifs | index.php:getFieldDefinitions:passifs_add
passifs_add.type |  | -- Sélectionnez -- | oui | 0 | Passifs | index.php:getFieldDefinitions:passifs_add.type
passifs_add.type | Carte de crédit | Carte de crédit | oui | 20 | Passifs | index.php:getFieldDefinitions:passifs_add.type
passifs_add.type | Prêt personnel | Prêt personnel | oui | 3 | Passifs | index.php:getFieldDefinitions:passifs_add.type
passifs_add.type | Versement automobile/Bateau/Véhicule motorisé | Versement automobile/Bateau/Véhicule motorisé | oui | 0 | Passifs | index.php:getFieldDefinitions:passifs_add.type
passifs_add.type | Pension alimentaire/Allocation pour enfants | Pension alimentaire/Allocation pour enfants | oui | 0 | Passifs | index.php:getFieldDefinitions:passifs_add.type
passifs_add.type | Prêt étudiant | Prêt étudiant | oui | 0 | Passifs | index.php:getFieldDefinitions:passifs_add.type
passifs_add.type | Saisie de salaire | Saisie de salaire | oui | 0 | Passifs | index.php:getFieldDefinitions:passifs_add.type
passifs_add.type | Marge de crédit personnelle | Marge de crédit personnelle | oui | 0 | Passifs | index.php:getFieldDefinitions:passifs_add.type
passifs_add.type | Impôts | Impôts | oui | 0 | Passifs | index.php:getFieldDefinitions:passifs_add.type
passifs_add.type | Marge de crédit hypothécaire | Marge de crédit hypothécaire | oui | 0 | Passifs | index.php:getFieldDefinitions:passifs_add.type
passifs_add.montant_pret |  |  | non | 20 | Passifs | index.php:getFieldDefinitions:passifs_add.montant_pret
passifs_add.montant_pret | 35000 | 35000 | non | 2 | Passifs | index.php:getFieldDefinitions:passifs_add.montant_pret
passifs_add.montant_pret | 10000 | 10000 | non | 1 | Passifs | index.php:getFieldDefinitions:passifs_add.montant_pret
passifs_add.montant_versement |  |  | non | 20 | Passifs | index.php:getFieldDefinitions:passifs_add.montant_versement
passifs_add.montant_versement | 714.99 | 714.99 | non | 2 | Passifs | index.php:getFieldDefinitions:passifs_add.montant_versement
passifs_add.montant_versement | 600 | 600 | non | 1 | Passifs | index.php:getFieldDefinitions:passifs_add.montant_versement
passifs_add.type_versement |  | -- Sélectionnez -- | oui | 20 | Passifs | index.php:getFieldDefinitions:passifs_add.type_versement
passifs_add.type_versement | Mensuel | Mensuel | oui | 3 | Passifs | index.php:getFieldDefinitions:passifs_add.type_versement
passifs_add.type_versement | Aux 2 semaines | Aux 2 semaines | oui | 0 | Passifs | index.php:getFieldDefinitions:passifs_add.type_versement
passifs_add.type_versement | 2 fois par mois | 2 fois par mois | oui | 0 | Passifs | index.php:getFieldDefinitions:passifs_add.type_versement
passifs_add.type_versement | Hebdomadaire par semaine | Hebdomadaire par semaine | oui | 0 | Passifs | index.php:getFieldDefinitions:passifs_add.type_versement
passifs_add.limite | 7000 | 7000 | non | 9 | Passifs | index.php:getFieldDefinitions:passifs_add.limite
passifs_add.limite | 5000 | 5000 | non | 11 | Passifs | index.php:getFieldDefinitions:passifs_add.limite
passifs_add.limite |  |  | non | 3 | Passifs | index.php:getFieldDefinitions:passifs_add.limite
passifs_add.solde | 135.13 | 135.13 | non | 9 | Passifs | index.php:getFieldDefinitions:passifs_add.solde
passifs_add.solde | 400 | 400 | non | 9 | Passifs | index.php:getFieldDefinitions:passifs_add.solde
passifs_add.solde |  |  | non | 3 | Passifs | index.php:getFieldDefinitions:passifs_add.solde
passifs_add.solde | 700 | 700 | non | 1 | Passifs | index.php:getFieldDefinitions:passifs_add.solde
passifs_add.solde | 0 | 0 | non | 1 | Passifs | index.php:getFieldDefinitions:passifs_add.solde
passifs_add.banque | RBC | RBC | non | 5 | Passifs | index.php:getFieldDefinitions:passifs_add.banque
passifs_add.banque | TD | TD | non | 9 | Passifs | index.php:getFieldDefinitions:passifs_add.banque
passifs_add.banque | Desjardins | Desjardins | non | 2 | Passifs | index.php:getFieldDefinitions:passifs_add.banque
passifs_add.banque |  |  | non | 3 | Passifs | index.php:getFieldDefinitions:passifs_add.banque
passifs_add.banque | BNC | BNC | non | 1 | Passifs | index.php:getFieldDefinitions:passifs_add.banque
passifs_add.banque | CIBC | CIBC | non | 2 | Passifs | index.php:getFieldDefinitions:passifs_add.banque
passifs_add.banque | TD voyage | TD voyage | non | 1 | Passifs | index.php:getFieldDefinitions:passifs_add.banque
passifs_add.banque_pret |  |  | non | 20 | Passifs | index.php:getFieldDefinitions:passifs_add.banque_pret
passifs_add.banque_pret | TD | TD | non | 1 | Passifs | index.php:getFieldDefinitions:passifs_add.banque_pret
passifs_add.banque_pret | CIBC | CIBC | non | 1 | Passifs | index.php:getFieldDefinitions:passifs_add.banque_pret
passifs_add.banque_pret | RBC | RBC | non | 1 | Passifs | index.php:getFieldDefinitions:passifs_add.banque_pret
passifs_add.terme_restant |  |  | non | 23 | Passifs | index.php:getFieldDefinitions:passifs_add.terme_restant
passifs_add.paiement_minimum |  |  | non | 23 | Passifs | index.php:getFieldDefinitions:passifs_add.paiement_minimum
faillite_option |  | -- Sélectionnez -- | oui | 0 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:faillite_option
faillite_option | faillite_moins_10 | Oui, j’ai fait une faillite depuis moins de 10 ans* | oui | 0 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:faillite_option
faillite_option | proposition_moins_10 | Oui, j’ai fait une proposition au consommateur depuis moins de 10 ans* | oui | 0 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:faillite_option
faillite_option | faillite_proposition_plus_10 | Oui, j’ai déjà fait faillite ou proposition au consommateur mais ça fait plus de 10 ans* | oui | 4 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:faillite_option
faillite_option | non | Non jamais | oui | 16 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:faillite_option
faillite_montant |  |  | non | 16 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:faillite_montant
faillite_montant | 75000 | 75000 | non | 2 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:faillite_montant
faillite_montant | 50000 | 50000 | non | 1 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:faillite_montant
faillite_montant | 18000 | 18000 | non | 1 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:faillite_montant
faillite_date_declaree |  |  | non | 16 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:faillite_date_declaree
faillite_date_declaree | 2010-01-01 | 2010-01-01 | non | 2 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:faillite_date_declaree
faillite_date_declaree | 2003-01-01 | 2003-01-01 | non | 1 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:faillite_date_declaree
faillite_date_declaree | 2014-10-10 | 2014-10-10 | non | 1 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:faillite_date_declaree
faillite_date_liberation |  |  | non | 16 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:faillite_date_liberation
faillite_date_liberation | 2017-01-01 | 2017-01-01 | non | 2 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:faillite_date_liberation
faillite_date_liberation | 2010-01-01 | 2010-01-01 | non | 1 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:faillite_date_liberation
faillite_date_liberation | 2021-10-10 | 2021-10-10 | non | 1 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:faillite_date_liberation
score_credit_option |  | -- Sélectionnez -- | oui | 0 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:score_credit_option
score_credit_option | oui | Oui | oui | 9 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:score_credit_option
score_credit_option | non | Non | oui | 11 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:score_credit_option
credit_score |  |  | non | 11 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:credit_score
credit_score | 700 | 700 | non | 2 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:credit_score
credit_score | 623 | 623 | non | 2 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:credit_score
credit_score | 637 | 637 | non | 1 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:credit_score
credit_score | 810 | 810 | non | 1 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:credit_score
credit_score | 847 | 847 | non | 1 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:credit_score
credit_score | 714 | 714 | non | 1 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:credit_score
credit_score | 743 | 743 | non | 1 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:credit_score
paiements_manques |  |  | non | 11 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:paiements_manques
paiements_manques | oui | oui | non | 2 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:paiements_manques
paiements_manques | non | non | non | 4 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:paiements_manques
paiements_manques | Non | Non | non | 2 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:paiements_manques
paiements_manques | NON | NON | non | 1 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:paiements_manques
paiements_utilisation |  |  | non | 11 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:paiements_utilisation
paiements_utilisation | oui | oui | non | 7 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:paiements_utilisation
paiements_utilisation | OUI | OUI | non | 1 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:paiements_utilisation
paiements_utilisation | Oui | Oui | non | 1 | Faillite ou proposition au consommateur | index.php:getFieldDefinitions:paiements_utilisation
proprietes_presence |  | -- Sélectionnez -- | oui | 0 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes_presence
proprietes_presence | Oui | Oui | oui | 9 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes_presence
proprietes_presence | Non | Non | oui | 11 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes_presence
proprietes | (aucune) |  | non | 0 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes
proprietes.adresse_complete | 590 rue pépin | 590 rue pépin | non | 1 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes.adresse_complete
proprietes.adresse_complete | 800 | 800 | non | 1 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes.adresse_complete
proprietes.adresse_complete | 774 rue lafleur | 774 rue lafleur | non | 1 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes.adresse_complete
proprietes.refinancer |  | -- Sélectionnez -- | oui | 0 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes.refinancer
proprietes.refinancer | Oui | Oui | oui | 2 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes.refinancer
proprietes.refinancer | Non | Non | oui | 1 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes.refinancer
proprietes.pret_hypothecaire |  | -- Sélectionnez -- | oui | 0 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes.pret_hypothecaire
proprietes.pret_hypothecaire | Oui | Oui | oui | 3 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes.pret_hypothecaire
proprietes.pret_hypothecaire | Non | Non | oui | 0 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes.pret_hypothecaire
proprietes.date_renouvellement | 2928-10-10 | 2928-10-10 | non | 1 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes.date_renouvellement
proprietes.date_renouvellement | 2025-12-12 | 2025-12-12 | non | 1 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes.date_renouvellement
proprietes.date_renouvellement | 2025-09-30 | 2025-09-30 | non | 1 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes.date_renouvellement
proprietes.type |  | -- Sélectionnez -- | oui | 0 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes.type
proprietes.type | Propriétaire Occupant | Propriétaire Occupant | oui | 2 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes.type
proprietes.type | Propriétaire Occupant et Locatif | Propriétaire Occupant et Locatif | oui | 0 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes.type
proprietes.type | 100% Locatif | 100% Locatif | oui | 1 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes.type
proprietes.taxes_municipales | 3000 | 3000 | non | 3 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes.taxes_municipales
proprietes.taxes_scolaires | 500 | 500 | non | 3 | Propriétés Détenues | index.php:getFieldDefinitions:proprietes.taxes_scolaires
